QUEST_20150317_000001	請選擇使用者需要任務更新.
QUEST_20151001_002534	What was the thing she was looking for until the end?{nl}I am sure it has a sad story behind it.
QUEST_20151001_002535	Tree Root Crystals are slowly killing me.{nl}It feels as if I am drowning.{nl}
QUEST_20151001_002536	I have lost all desires. Am I dying? {nl}Eating and even breathing feels meaningless to me.{nl}
QUEST_20151001_002537	This surely isn't a teaching of Maven. {nl}Greed? Laziness? How can we call killing each other a lesson? {nl}I even envy Dion for dying first.{nl}
QUEST_20151001_002538	If only I had a little more time… {nl}The data I've collected near Dykyne Fork… I can't leave them…
QUEST_20151001_002539	The archer gives an arrow as a present, but the enemy take it as death.{nl}I think the world is like that now.
QUEST_20151001_002540	I will stay here with the Believers. {nl}I will somehow prevent the Thorn Forest from expanding any more.{nl}
QUEST_20151001_002541	Don't tell them about me for a while.{nl}Humans need a place to rely on...{nl}When they find out the powerlessness of the 女神es, this world will be filled with chaos and sighs.{nl}
QUEST_20151001_002542	The guardian of the Royal Mausoleum where the next Revelation awaits is quite far from here.{nl}So I will open a portal for you as a shortcut.{nl}In the name of Saule, the 女神 of the Sun, I will pray for your safety.
QUEST_20151001_002543	Speaking of eternal life.. look at Tesla. {nl}One would think that there is no aging in eternal life, don't you agree?
QUEST_20151001_002544	(There are barely legible words written here.) {nl}...Juros could not hold his breath any longer so he ended up inhaling the spores and died. {nl}Mushworts hunt people with the cruelest method I've ever seen. {nl}They walk around our gathering places and shake out mushrooms that release spores.{nl}
QUEST_20151001_002545	Even when the 女神 are not around, the Oracles still deliver the 女神' message to people. {nl}Surely that is proof that the 女神es still exist.
QUEST_20151001_002546	聖樹之日 was not nature's will. After all, nature is governed by the 女神, and they would never do harm to us all.
QUEST_20151001_002547	I offer this 女神 Statue, which I have put all my heart and soul into, to the 女神 of great honor and light.
QUEST_20151001_002548	Among my disciples, two of them followed me until my latter years and they will also be my successors after my death. {nl}
QUEST_20151001_002549	…I am thinking whether I should thank the 女神es for this discovery or worry that my craving for knowledge could ruin the world.{nl}
QUEST_20151001_002550	I can't sleep well due to the fear of my research results being spread by interrogations from the demons. {nl}That's why I wish to pass the rest of the research to the one I can trust.
QUEST_20151001_002551	Are you interested in the eternal life?{nl}We, Necromancers control the dead, so it's easy when you think about that.{nl}
QUEST_20151001_002552	If he asks about the weather, then tell him that it will be sunny.{nl}Okay then, I will be counting on you as I wait.
QUEST_20151001_002553	If he asks about the weather, then tell him that it will be cloudy. {nl}Okay then, I will be counting on you as I wait.
QUEST_20151001_002554	If he asks about the weather, then tell him that it will be rainy. {nl}Okay then, I will be waiting for you.
QUEST_20151001_002555	I am a merchant selling goods at Fedimian.{nl}Do you need anything from me?
QUEST_20151001_002556	Yes, we have a long way to go so I hope it won't rain.{nl}The weather won't get bad today, right?
QUEST_20151001_002557	So you are the one sent by the Monk 導師.{nl}We've received the goods well.{nl}Please send my gratitude to the Monk 導師.
QUEST_20151001_002558	Is that so... I must hurry then.
QUEST_20151001_002559	Unfortunately, we don't have any goods to sell at the moment.
QUEST_20151001_002560	Be careful on your way back.
QUEST_20151001_002561	I'll never forgive the monsters that killed my family. {nl}Though my body returns to the ground, my soul still burns with anger. {nl}Oh, 女神. Only the cold blood of the monsters can cool my rage.
QUEST_20151001_002562	King Kadumel finally dies.
QUEST_20151001_002563	The checks of mutual power between the demons and the 女神 had been stable for a long time.{nl}So long as they didn't cross each other's territories.{nl}
QUEST_20151001_002564	But, the demons broke through first.{nl}And with the petrifying frost... even the spirits have became stones.
QUEST_20151001_002565	As the demons started casting their petrification curse on this region, the 女神es tried to save the humans.{nl}However, the demons advised the 女神es that doing so would violate the rules that they mutually agreed to...
QUEST_20151001_002566	Excuse me for a bit. It is a horrible memory...{nl}They brought the catastrophe. A strong catastrophe which made 女神es to give up rescuing this place.
QUEST_20151001_002567	The 女神 already gave up rescuing once as they couldn't do anything on 聖樹之日.{nl}But, we can't just give up.
QUEST_20151001_002568	救世主.{nl}As you can see, I cannot do anything myself at the moment.{nl}As you have heard, after 聖樹之日 my powers have become weak...{nl}
QUEST_20151001_002569	{memo X}
QUEST_20151001_002570	I don't have any power left to close the dimensional crack.{nl}But, I think there is still a way.{nl}
QUEST_20151001_002571	Your help is the only way to turn this situation around.{nl}Since I am powerless, please lend me your power to close the dimensional crack.
QUEST_20151001_002572	不可饒恕.
QUEST_20151001_002573	Additionally, the heart of a Stoulet is required after offering the flowers.{nl}Do you wish to dedicate a Stoulet Heart in exchange for my blessing?
QUEST_20151001_002574	My attention goes to the black powders that are on this pillar. Should I scratch them off?
QUEST_20151001_002575	這是不可讀.
QUEST_20151001_002576	{memo X}
QUEST_20151001_002577	{memo X}
QUEST_20151001_002578	{memo X}
QUEST_20151001_002579	{memo X}
QUEST_20151001_002580	Hammer? You need it to make a sanctum?
QUEST_20151001_002581	{nl}I can't give you what I was using so take this if you want. It will be gone once you use it. 
QUEST_20151001_002582	Hammer, I've already given it to you. Why are you asking for it again?
QUEST_20151001_002583	Repairing the Sanctum...
QUEST_20151001_002584	In usual circumstances, I would sell it, but I will just give it to you for free this time. But, it can be only used once.
QUEST_20151001_002585	You're too greedy. One will be enough.
QUEST_20151001_002586	{memo X}
QUEST_20151001_002587	{memo X}
QUEST_20151001_002588	{memo X}
QUEST_20151001_002589	{memo X}
QUEST_20151001_002590	{memo X}
QUEST_20151001_002591	{memo X}
QUEST_20151001_002592	它是下面?
QUEST_20151001_002593	{memo X}
QUEST_20151001_002594	{memo X}
QUEST_20151001_002595	{memo X}
QUEST_20151001_002596	{memo X}
QUEST_20151001_002597	{memo X}
QUEST_20151001_002598	{memo X}
QUEST_20151001_002599	哈哈, 謝謝你.
QUEST_20151001_002600	{memo X}
QUEST_20151001_002601	{memo X}
QUEST_20151001_002602	{memo X}
QUEST_20151001_002603	{memo X}
QUEST_20151001_002604	等一下！你能聽到什麼？
QUEST_20151001_002605	Stop thinking that this is a bad method. It's the best method that I can think of to help you at the moment.
QUEST_20151001_002606	Ruklys' Squad Member Spirit
QUEST_20151001_002607	I want to go beside the 女神.
QUEST_20151001_002608	Premier Eminent
QUEST_20151001_002609	{memo X}
QUEST_20151001_002610	{memo X}
QUEST_20151001_002611	{memo X}
QUEST_20151001_002612	{memo X}
QUEST_20151001_002613	It is so fortunate that I am able to see you again.
QUEST_20151001_002614	Do you remember when I asked you to check if the Monocle detected any strong powers?{nl}You've told me that there's only an old manager there. The things that we thought were hidden under the special force were actually demons. And even more absurd, the object that we felt the strong power was in fact the manager.
QUEST_20151001_002615	After I separated from you, I've been searching for Monocle... There were only demons at the place where the special force was detected.{nl}So I thought maybe Monocle can only be seen by the demons...
QUEST_20151001_002616	I will go to the left side. You go to the right side and look for the parts.
QUEST_20151001_002617	We were almost killed by the demons.
QUEST_20151001_002618	The guard lost his consciousness. Let's pick up the bombs.
QUEST_20151001_002619	We've succeeded distracting the guards.{nl}Let's go deep inside!
QUEST_20151001_002620	I don't want to meet you as an enemy next time.{nl}Let's return to where Delus is.
QUEST_20151001_002621	You're an intruder, but I guess we have no choice.{nl}I will go to the place where my colleagues are.
QUEST_20151001_002622	Damn... to think I have to ask an intruder for help...{nl}Anyway, I will return.
QUEST_20151001_002623	We can't just let go of your intrusion into the Fortress of the Great Earth. {nl}Of course, we can't just forget about your help.
