SKILL_20150317_000001	攻擊
SKILL_20150804_005037	{memo X}Pushing power of [蓄力一擊] becomes 0. (You will not be pushed if this attribute is ON.)
SKILL_20150804_005038	增加 your 火, 冰 and 雷 properties by 5 and from Lv2 it 增加 by 1 per attribute 等級. 
SKILL_20150804_005039	增加 the reflection of [鐵布衫] by 5% per attribute 等級.
SKILL_20150807_005040	While [Aggressor] is active, the character's added Critical 攻擊 is proportional to the 物理 攻擊. 增加 an addtional amount by 5% per attribute 等級.
SKILL_20150918_005041	{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Throw shield to 攻擊. Shield drops on target area and you 物理 防禦 decreases as much as the epuipment . Shield may be picked up or automati呼喚y added to inventory after time limit. Decreased 物理 防禦 will be back to normal when the shield is back in inventory.
SKILL_20150918_005042	盾心推撞
SKILL_20150918_005043	{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Use the spike on the shield to 打擊 the enemy. Enemy may temporarily lose armor effects.
SKILL_20150918_005044	破空斬
SKILL_20150918_005045	{#DD5500}{ol}[物理] - [斬擊]{/}{/}{nl}斬擊 the enemy sideways. {nl}Inflict additional 傷害 to enemies affected by [Bleeding].
SKILL_20150918_005046	十字切割
SKILL_20150918_005047	{#DD5500}{ol}[物理] - [斬擊]{/}{/}{nl}斬擊 the enemy sideways. {nl}Inflict additional 傷害 to enemies affected by [Bleeding].
SKILL_20150918_005048	垂直斬
SKILL_20150918_005049	{memo X}{#DD5500}{ol}[物理] - [斬擊]{/}{/}{nl}Decreases the 防禦 for medium, big enemies for a while by smaking down.
SKILL_20150918_005050	{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Throw your spear to 傷害 an enemy. The spear will stick into the ground where it was thrown, and your 物理 攻擊 will be decreased based on the equipment's upgrade count until you pick it up. Automati呼喚y returns to you after a time limit.
SKILL_20150918_005051	攻擊 per Stack: +#{CaptionRatio}#{nl}Maximum Stacks: #{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150918_005052	破顱斬
SKILL_20150918_005053	{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}打擊 the enemy's head, causing it to be stunned.
SKILL_20150918_005054	地裂斬
SKILL_20150918_005055	{#DD5500}{ol}[物理] - [斬擊]{/}{/}{nl}Earthshake causes enemies to be unable to 攻擊. Enemies are stunned by 機率.
SKILL_20150918_005056	順劈斬
SKILL_20150918_005057	{memo X}{#DD5500}{ol}[物理] - [斬擊]{/}{/}{nl}Use centrifugal force and continuously 攻擊 enemies by turning body. Make an additional 傷害 to the enemy stunned.
SKILL_20150918_005058	{#DD5500}{ol}[物理] - [斬擊]{/}{/}{nl}Use your shield and sword to successively 攻擊 enemies.
SKILL_20150918_005059	盾牌猛擊
SKILL_20150918_005060	{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Interrupt an enemy's action using your shield. The enemy is turned around, and can't take any actions temporarily.
SKILL_20150918_005061	攻擊 #{SkillAtkAdd}#{nl}Attribute 攻擊 #{CaptionRatio}#%{nl}duration 1.5 seconds
SKILL_20150918_005062	盾牌痛擊
SKILL_20150918_005063	{#DD5500}{ol}[Phyiscal] - [斬擊]{/}{/}{nl}攻擊 with the shield. The stat points of attacked enemy will mix temporarily.
SKILL_20150918_005064	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Duration: #{CaptionRatio2}# seconds
SKILL_20150918_005065	高位踢
SKILL_20150918_005066	{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Perform a 高位踢 on the enemy. The enemy will receive additional 傷害 from 打擊 攻擊s temporarily.
SKILL_20150918_005067	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Maximum Duration: 10 seconds{nl}AoE 攻擊 Ratio: 5{nl}Able to use while 騎乘
SKILL_20150918_005068	增加 攻擊 equal to [Skill 等級]×[Number of Weapon Stars]{nl}攻擊 Count: #{CaptionRatio2}#{nl}Duration: 1 hour
SKILL_20150918_005069	物理 防禦: +#{CaptionRatio}#{nl}Number of Shots: #{CaptionRatio2}#{nl}Duration: 1 hour
SKILL_20150918_005070	Flag Duration: #{CaptionTime}# seconds
SKILL_20150918_005071	沙塵暴
SKILL_20150918_005072	{#DD5500}{ol}[物理] - [Cut]{/}{/}{nl}As you spin, 攻擊 an enemy repetitively using a weapon in each hand. The enemy will be immobilized temporarily.
SKILL_20150918_005073	魔術截擊
SKILL_20150918_005074	{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Use a weapon in each hand to deal successive 打擊 on an enemy.
SKILL_20150918_005075	{#993399}{ol}[魔法] - [冰]{/}{/}{nl}Inflicts 傷害 on a frozen enemy in front of you. There is a small 機率 to remove freeze from the enemy when it takes 傷害.
SKILL_20150918_005076	Creates a curtain of 冰 for 防禦. Inflicts 傷害 after successfully blocking an 攻擊 from an enemy. There is a certain 機率 to freeze nearby enemies. 
SKILL_20150918_005077	Creates a strong 陣風 of wind that pushes enemies. When inflicting 傷害 on a frozen enemy, it will unfreeze.
SKILL_20150918_005078	Tighten the link to gather up the linked enemies in front of you.
SKILL_20150918_005079	Large-type->Medium-type->Small-type{nl}Targets: #{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150918_005080	Small-type->Medium-type->Large-type{nl}Targets: #{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150918_005081	Evocation
SKILL_20150918_005082	{#993399}{ol}[魔法] - [闇]{/}{/}{nl}TEST
SKILL_20150918_005083	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio2}#%
SKILL_20150918_005084	Temporarily 增加 the 攻擊 speed of you and your party members by manipulating time.
SKILL_20150918_005085	Movement Speed: -#{CaptionRatio}#{nl}魔法 Circle Duration: #{CaptionRatio2}# seconds{nl}{#339999}{ol}[緩速]{/}{/} Duration: 10 seconds
SKILL_20150918_005086	Temporarily 增加 the movement speed of you and your party members by manipulating time.
SKILL_20150918_005087	Shoggoth's Additional 傷害: #{CaptionRatio}#{nl}Shoggoth's Additional 防禦: #{CaptionRatio2}#{nl}Consumes #{CaptionTime}# Corpse(s)
SKILL_20150918_005088	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio2}#%{nl}AoE 攻擊 Ratio: #{SkillSR}#{nl}Consumes #{CaptionRatio}# Corpse(s)
SKILL_20150918_005089	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio2}#%{nl}Duration: 15 seconds{nl}Consumes #{CaptionRatio}# Corpse(s)
SKILL_20150918_005090	不淨之柱(s): #{CaptionRatio}#{nl}不淨之柱 Duration: 15 seconds{nl}{#339999}{ol}[Decay]{/}{/} Duration #{CaptionTime}# seconds{nl}Consumes #{CaptionRatio2}# Corpe(s)
SKILL_20150918_005091	不淨之柱
SKILL_20150918_005092	{#993399}{ol}[魔法]{/}{/}Creates a wall made with corpses. Enemies approaching near the wall will be afflicted with the Decay status effect.
SKILL_20150918_005093	攻擊: #{SkillAtkAdd}#{nl}不淨之柱 Duration: #{CaptionRatio}# seconds{nl}{#339999}{ol}[Decay]{/}{/} Duration: #{CaptionTime}# seconds{nl}Consumes #{CaptionRatio2}# Corpse(s)
SKILL_20150918_005094	{#993399}{ol}[魔法]{/}{/}Build a cursed tower made with corpses at a specified location. 
SKILL_20150918_005095	{memo X}$Corpe Tower Duration: #{CaptionRatio}# seconds{nl}Consumes #{CaptionRatio2}# Corpse(s)
SKILL_20150918_005096	浮空 Dead
SKILL_20150918_005097	{#993399}{ol}[魔法]{/}{/}Summons a skeleton soldier made with a corpse. The skeleton soldier will engage in combat and follow its master.
SKILL_20150918_005098	Summons #{CaptionRatio}# Skeleton Soldiers{nl}Consumes #{CaptionRatio2}# Corpse(s){nl}Maximum 等級: 5
SKILL_20150918_005099	{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}攻擊s the enemy with a spiraling arrow that penetrates and inflicts multiple 打擊.
SKILL_20150918_005100	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio2}#%{nl}Number of Hits: #{CaptionRatio}#
SKILL_20150918_005101	攻擊: #{SkillAtkAdd}#{nl}Blocks ranged projectiles: #{CaptionRatio}#{nl}Pavise Duration: #{CaptionTime}# seconds
SKILL_20150918_005102	Temporarily 增加 your Companion's 攻擊, Accuracy and Critical Rate.
SKILL_20150918_005103	Companion's 攻擊: +#{CaptionRatio}#{nl}Companion's Accuracy: +#{CaptionRatio}#{nl}Companion's Critical Rate: +#{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150918_005104	The companion paces around the target and fixes its target. 迴避 and Accuracy of the target will be decreased.
SKILL_20150918_005105	迴避: -#{CaptionRatio}#{nl}Accuracy: -#{CaptionRatio}#{nl}標記 AI Duration: 90 seconds
SKILL_20150918_005106	Consumes #{Spend毒}# 毒 Pot 毒{nl}毒ous Insect Duration: 20 seconds
SKILL_20150918_005107	Zhendu
SKILL_20150918_005108	Applies a 毒 once to the weapon of you and your party members for the next 攻擊.
SKILL_20150918_005109	Duration: 30 seconds{nl}Zhendu Duration: #{CaptionRatio}# seconds{nl}Consumes #{Spend毒}# 毒 Pot 毒
SKILL_20150918_005110	{#993399}{ol}[魔法] - [Holy]{/}{/}{nl}Creates a 魔法 circle in front of you, 治療ing allies or damaging enemies. Does not affect airborne enemies. Amount of HP recovered depends on target's maximum HP.
SKILL_20150918_005111	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionTime}#%{nl}HP Recovery: 10% + #{CaptionRatio}# ~ #{CaptionRatio2}# HP{nl}魔法 Circle Duration: 40 seconds
SKILL_20150918_005112	Summons a holy torch, improving the HP recovery of nearby allies. Decreases the accuracy of nearby enemies.
SKILL_20150918_005113	{#993399}{ol}[魔法] - [Holy]{/}{/}{nl}Sprinkle holy water to help increase the 物理 防禦 of you and your allies and to inflict 傷害 to enemies.
SKILL_20150918_005114	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio2}#%{nl}物理 防禦: +#{CaptionRatio}#%{nl}Targets: 10{nl}Duration: #{CaptionTime}# seconds{nl}Consumes 1 Holy Water
SKILL_20150918_005115	Maximum number of 魔法 Circles: #{SkillFactor}#{nl}增加 DEX for allies{nl}Enemy's 迴避 & 防禦: -#{CaptionRatio}#{nl} Duration: #{CaptionTime}# seconds
SKILL_20150918_005116	Mass 治療
SKILL_20150918_005117	Restores the HP of you and that of your allies in front of you.
SKILL_20150918_005118	Restores #{CaptionRatio}#% of your maximum HP{nl}Additional HP Recovery: #{CaptionRatio2}#{nl}
SKILL_20150918_005119	硬化外皮
SKILL_20150918_005120	Temporarily 增加 the number of blocks of you and your party members.
SKILL_20150918_005121	Block +#{CaptionRatio}#{nl}Duration: 35 seconds
SKILL_20150918_005122	{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Instruct your summoned zombies to celebrate. The zombies will deal little 傷害 to anything they touch.
SKILL_20150918_005123	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Maximum Duration: 10 seconds{nl}Requires Summoned Zombie
SKILL_20150918_005124	Plants a Samedi glyph on the ground symbolizing a death noir. 增加 the maximum HP and movement speed of you and your zombies nearby the glyph. Only half of the effect applies to you.
SKILL_20150918_005125	You will set the pattern which represent Ogu which is the Rwa of Power on the ground. STR of the zombies nearby this pattern will be increased.
SKILL_20150918_005126	Zombie Capsule
SKILL_20150918_005127	Number of Warps: #{CaptionRatio}#{nl}Goddess Statue Duration: 30 seconds{nl}Consumes 1 Oak Wood
SKILL_20150918_005128	SP: -#{CaptionRatio}#{nl}Goddess Statue Duration: #{CaptionRatio2}# seconds{nl}Consumes 1 Pine Wood
SKILL_20150918_005129	Cooldown Time: -#{CaptionRatio}#%{nl}Goddess Statue Duration: #{CaptionRatio2}# seconds{nl}Consumes 1 Cedar Wood
SKILL_20150918_005130	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio2}#%{nl}Number of Blocks: #{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds{nl}Consumes 2 Oak Wood
SKILL_20150918_005131	雕刻攻擊 Statue Duration: #{CaptionRatio}# seconds{nl}Consumes 1 Ash Wood 1
SKILL_20150918_005132	{#339999}{ol}[Goddess' 祝福]{/}{/} Duration: #{CaptionRatio}# seconds{nl}Goddess Statue Duration: 30 seconds{nl}Consumes 1 Cedar Wood
SKILL_20150918_005133	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Up to 5 users{nl}Maximum Duration: 10 seconds
SKILL_20150918_005134	Pushes the enemies outside and creates the wall of protection which doesn't allow others to enter for some time. It will increase DEF of the allies inside the wall.
SKILL_20150918_005135	魔法 DEF #{CaptionRatio}# Increase{nl}Duration #{CaptionTime}#Secs
SKILL_20150918_005136	定罪
SKILL_20150918_005137	{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}攻擊s an enemy as an 攻擊 for the betrayer. Resistance to 火, 冰, Eletricity, 毒 of the enemy that received the 攻擊 will decrease.
SKILL_20150918_005138	攻擊 #{SkillAtkAdd}#{nl}Property 攻擊 #{CaptionRatio}#%{nl}Range 攻擊 Ration #{SkillSR}#{nl}each property 攻擊 #{CaptionRatio2}# decrease
SKILL_20150918_005139	{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}With t降雨ed fingers 攻擊 by inflicting internal 傷害 to the enemy.
SKILL_20150918_005140	{memo X}{#DD5500}{ol}[物理]{/}{/}{nl}Gather force then shoot forward. Enemy is pushed away and received 傷害.
SKILL_20150918_005141	魔防增加ense
SKILL_20150918_005142	Temporarily 增加 the 魔法 防禦 of you and your party members.
SKILL_20150918_005143	{memo X}$魔法 防禦: +#{CaptionRatio}#{nl}Duration: 45 seconds
SKILL_20150918_005144	{#993399}{ol}[魔法]{/}{/}{nl}Grass nearby target area 攻擊s the enemy. It casts n the place of Kortasmata first, if not it casts your place.
SKILL_20150918_005145	Grown grass protects you and your party. It casts n the place of Kortasmata first, if not it casts your place.
SKILL_20150918_005146	Grass temporarily growns on target area. Monsters entering the area is as plant type.
SKILL_20150918_005147	Maximum SP: +#{CaptionRatio}#%{nl}Maximum STA: +#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# minutes
SKILL_20150918_005148	預言
SKILL_20150918_005149	Grants a temporary effect preventing Lv. 1 abnormal status effects to nearby party members.
SKILL_20150918_005150	Duration: #{CaptionTime}# seconds{nl}Applies #{CaptionRatio}# times
SKILL_20150918_005151	Increased STR stat.
SKILL_20150918_005152	Increased Movement Speed and maximum HP.
SKILL_20150918_005153	殭屍牆 state.
SKILL_20150918_005154	Applies one new deadly 毒 to your weapon for the next 攻擊.
SKILL_20150918_005155	Immune to Lv. 1 abnormal status
SKILL_20150918_005156	Increased 魔法 防禦.
SKILL_20150918_005157	盾牌痛擊-Mix stat
SKILL_20150918_005158	Weaknesss to blow
SKILL_20150918_005159	火, 冰, Electricity, Earth and 毒 Properties Decrease
SKILL_20150918_005160	Block Increase
SKILL_20150918_005161	Accuracy Decrease
SKILL_20150918_005162	Agvenipa Set Buff
SKILL_20150918_005163	{memo X}$Able to equip [Cloth] armor. In addition, your maximum SP 增加 when you equip 3 or more pieces of [Cloth] armor. Your 魔法 防禦 增加 once you have 4 [Cloth] armor pieces equipped.
SKILL_20150918_005164	Enables you to equip [Leather] armor.{nl}When equipped with 3 or more pieces of [Leather] armor, 增加 your 迴避.{nl} {nl}When equipped with 4 [Leather] armor pieces, your 迴避 增加 from attributes by an additional 50%.
SKILL_20150918_005165	{memo X}$Able to equip [Plate] armor. In addition, your maximum HP 增加 when you equip 3 or more pieces of [Plate] armor. Your maximum Stamina 增加 once you have 4 [Plate] armor pieces equipped.
SKILL_20150918_005166	二重斬: Critical
SKILL_20150918_005167	Shield Guard
SKILL_20150918_005168	盾心推撞: 強化
SKILL_20150918_005169	增加 the 傷害 dealt on an enemy with [盾心推撞] by 1% per attribute 等級.
SKILL_20150918_005170	連續斬: Critical
SKILL_20150918_005171	[蓄力一擊] no longer knockbacks enemies. (Only applies if the attribute is set to ON)
SKILL_20150918_005172	破空斬: 強化
SKILL_20150918_005173	增加 the 傷害 dealt on an enemy with [破空斬] by 1% per attribute 等級.
SKILL_20150918_005174	十字切割: 強化
SKILL_20150918_005175	增加 the 傷害 dealt on an enemy with [十字切割] by 1% per attribute 等級.
SKILL_20150918_005176	垂直斬: 強化
SKILL_20150918_005177	增加 the 傷害 dealt on an enemy with [垂直斬] by 1% per attribute 等級.
SKILL_20150918_005178	Savagery: Critical
SKILL_20150918_005179	破顱斬: 強化
SKILL_20150918_005180	增加 the 傷害 dealt on an enemy with [破顱斬] by 1% per attribute 等級.
SKILL_20150918_005181	地裂斬: 強化
SKILL_20150918_005182	增加 the 傷害 dealt on an enemy with [地裂斬] by 1% per attribute 等級.
SKILL_20150918_005183	順劈斬: 強化
SKILL_20150918_005184	增加 the 傷害 dealt on an enemy with [順劈斬] by 1% per attribute 等級.
SKILL_20150918_005185	圓盾碎擊: 強化
SKILL_20150918_005186	增加 the 傷害 dealt on an enemy with [圓盾碎擊] by 1% per attribute 等級.
SKILL_20150918_005187	盾牌推擊: 強化
SKILL_20150918_005188	增加 the 傷害 dealt on an enemy with [盾牌推擊] by 1% per attribute 等級.
SKILL_20150918_005189	圓盾碎擊: Frozen Stone
