
QUEST_LV_0100_20150317_000001	哨兵
QUEST_LV_0100_20151001_009054	Talking about the mysterious girl
QUEST_LV_0100_20151001_009055	The totem that colored Pharet
QUEST_LV_0100_20151001_009056	Do as you wish
QUEST_LV_0100_20151001_009057	The Mysterious Girl (3)
QUEST_LV_0100_20151001_009058	Can not find them.
QUEST_LV_0100_20151001_009059	Need something to drink
QUEST_LV_0100_20151001_009060	Put some spices (1)
QUEST_LV_0100_20151001_009061	I will leave
QUEST_LV_0100_20151001_009062	Do as you wish
QUEST_LV_0100_20151001_009063	Scooping up the polluted water
QUEST_LV_0100_20151001_009064	Put some spices (2)
QUEST_LV_0100_20151001_009065	I will come back after polluting it
QUEST_LV_0100_20151001_009066	I don't want to do it
QUEST_LV_0100_20151001_009067	Statue of Peace (1)
QUEST_LV_0100_20151001_009068	I will find out more about it
QUEST_LV_0100_20151001_009069	I am too lazy to do it
QUEST_LV_0100_20151001_009070	Statue of Peace (2)
QUEST_LV_0100_20151001_009071	I will install it
QUEST_LV_0100_20151001_009072	Finish the last
QUEST_LV_0100_20151001_009073	The guiding girl (1)
QUEST_LV_0100_20151001_009074	The guiding girl (2)
QUEST_LV_0100_20151001_009075	The Missing Girl (1)
QUEST_LV_0100_20151001_009076	The Missing Girl (2)
QUEST_LV_0100_20151001_009077	The Missing Girl (3)
QUEST_LV_0100_20151001_009078	Talk to Knight Aras to inquire about the Miners' Village
QUEST_LV_0100_20151001_009079	Knight Commander Uska has told you to speak with Knight Aras who is in charge of the Crystal Mine. Talk to Knight Aras.
QUEST_LV_0100_20151001_009080	Go to Knight Aras
QUEST_LV_0100_20151001_009081	Talk about what to do now to go to Crystal Mine
QUEST_LV_0100_20151001_009082	Investigate in the Eastern Woods.{nl}By defeating Popolions, you might find a clue about the increasing number of monsters.
QUEST_LV_0100_20151001_009083	Return to Knight Aras
QUEST_LV_0100_20151001_009084	Return to Knight Aras and tell him that you have defeated the Vubbe Fighter.
QUEST_LV_0100_20151001_009085	Talk to Knight Aras about the Miners' Village
QUEST_LV_0100_20151001_009086	It seems that Vubbes of Miner's village went deep into the east forest of Siaulai. Let's first defeat the Vubbes you see.
QUEST_LV_0100_20151001_009087	You barely defeated the Vubbes that barged in. Return to Aras and ask him about the circumstances at Miner's village.
QUEST_LV_0100_20151001_009088	Defeated Panto Totem and Simorph with the 薩滿 dolls as Mori requested. Tell Mori about it.
QUEST_LV_0100_20151001_009089	Purified the polluted area and defeated Carnivore as Mori requested. Tell Mori about it.
QUEST_LV_0100_20151001_009090	Restore Carolis Altar
QUEST_LV_0100_20151001_009091	Gathering the power of the owls
QUEST_LV_0100_20151001_009092	The sacred young tree at the forest
QUEST_LV_0100_20151001_009093	The device with the spirits
QUEST_LV_0100_20151001_009094	Baron Secretary Arunas asked me to get rid of the strange aura by holding a special ritual. After making a magic circle with wood, I need to burn a voodoo doll on top of it.
QUEST_LV_0100_20151001_009095	You burnt the spell doll, but strangely the crops withered. Report this to Arunas.
QUEST_LV_0100_20151001_009096	Put the statue of the Goddess on the magic field at Talia trail.
QUEST_LV_0100_20151001_009097	Albina wants you to remove the remaining three magic fields. Among them, talk to her about the magic field at the Tarvas entrance.
QUEST_LV_0100_20151001_009098	It is difficult to destroy the magic circle at Darbas Entrance because of the interfering monsters. Destroy the monsters who rush in and the magic circle.
QUEST_LV_0100_20151001_009099	You successfully destroyed the magic field at Tarvas entrance. Report to Albina.
QUEST_LV_0100_20151001_009100	Meet someone
QUEST_LV_0100_20151001_009101	Someone is requesting your help at Pasaka Plateau. Meet him.
QUEST_LV_0100_20151001_009102	Help the one in danger
QUEST_LV_0100_20151001_009103	Someone who's been observing something is in danger and asking for help! You would have to first defeat the monsters to listen his story.
QUEST_LV_0100_20151001_009104	Talk to Albinas
QUEST_LV_0100_20151001_009105	You've defeated all the monsters so ask Albinas what went wrong.
QUEST_LV_0100_20151001_009106	Go to burn the other sanctum
QUEST_LV_0100_20151001_009107	As Albinas told you, it seems that you would have to burn the useless sanctum that is at the other place because it's been polluted. Burn the polluted sanctum at the place where Albinas told you.
QUEST_LV_0100_20151001_009108	Destroy the sanctum of Nestos
QUEST_LV_0100_20151001_009109	Destroy the sanctum of Nestos
QUEST_LV_0100_20151001_009110	You can see the sanctum of Nestos which Albinas has told you over there. As Albinas told you, the pollution seems serious. Destroy it fast.
QUEST_LV_0100_20151001_009111	It is sure that the sanctum of Nestos is really polluted. Destroy it fast.
QUEST_LV_0100_20151001_009112	Check the destroyed sanctum
QUEST_LV_0100_20151001_009113	As Albinas told you, you've destroyed the sanctum. Take a look at it again.
QUEST_LV_0100_20151001_009114	Report to Albinas
QUEST_LV_0100_20151001_009115	As Albinas has told you, you've destroyed the sanctum. Go back to Albinas.
QUEST_LV_0100_20151001_009116	Talk with Damiyonas
QUEST_LV_0100_20151001_009117	As you were trying to go back to Albinas, suddenly someone appeared. Is this the one who created the sanctum? Talk to him.
QUEST_LV_0100_20151001_009118	As the sanctum destroyed, someone appeared. Who is this person? Talk to him.
QUEST_LV_0100_20151001_009119	Go to Albinas and check.
QUEST_LV_0100_20151001_009120	Damiyonas is angry and is telling that their sanctum is not polluted and the red aura started to appear even before the pollution. When a person with an ill will touches on it, it would lure the monsters neaby so he is angry who said such thing. You better tell this to Albinas and bring him over here.
QUEST_LV_0100_20151001_009121	Restore the sanctum
QUEST_LV_0100_20151001_009122	Albinas wasn't there. Please first go back to Damiyonas.
QUEST_LV_0100_20151001_009123	Obtain the materials for the repair
QUEST_LV_0100_20151001_009124	Damiyonas is saying there's no one who has told about us like that so he can't trust. He has suggested to restore the sanctum first. If you obtain some stones that can be used to restore the sanctum, bring them to Nestos Camp. They will turn them into the materials for the restoration.
QUEST_LV_0100_20151001_009125	Ask Edinas
QUEST_LV_0100_20151001_009126	You've obtained all the stones that could be used for materials. As Damiyonas told you, ask Edinas to polish them to be used for the restoration of the sanctum.
QUEST_LV_0100_20151001_009127	Talk with Edinas
QUEST_LV_0100_20151001_009128	You would have to explain what has happened until now to Edinas.
QUEST_LV_0100_20151001_009129	Defeat the monsters
QUEST_LV_0100_20151001_009130	It seems that Edinas is not feeling well after hearing that the sanctum has been destroyed. He would polish the materials since Damiyonas requested so, but he told you to defeat the monsters that are wandering around the camp.
QUEST_LV_0100_20151001_009131	Return to Edinas
QUEST_LV_0100_20151001_009132	It seems that you've defeated enough monsters. Now, go back to Edinas and ask him whether the materials are all ready.
QUEST_LV_0100_20151001_009133	Defeat the monsters around the camp
QUEST_LV_0100_20151001_009134	Return to Damiyonas
QUEST_LV_0100_20151001_009135	Since you've obtained the materials, return to Damiyonas and restore the sanctum.
QUEST_LV_0100_20151001_009136	Restore the sanctum
QUEST_LV_0100_20151001_009137	Now, restore the sanctum with Damiyonas
QUEST_LV_0100_20151001_009138	Fortunately, you were able to restore the sanctum. Since Damiyonas seems okay now, talk to him.
QUEST_LV_0100_20151001_009139	Go to the camp of Anastopa
QUEST_LV_0100_20151001_009140	As Damiyonas has told you, let's go to the camp of Anastos if there is someone called Albinas in Anastos.
QUEST_LV_0100_20151001_009141	Retrieve the research materials
QUEST_LV_0100_20151001_009142	It seems that you would have to bring important materials to Gedas to obtain some information regarding Albinas. Please find the research materials from the monsters nearby. You would be able to obtain them by defeating them, but it will be helpful when you press Spacebar to check which monsters has many research documents.
QUEST_LV_0100_20151001_009143	Bring research documents
QUEST_LV_0100_20151001_009144	You've found all research materials which Gedas was looking for. Now, bring them to Gedas.
QUEST_LV_0100_20151001_009145	Talk with Gedas
QUEST_LV_0100_20151001_009146	Talk with Gedas who seems to be releaxed after finding all the materials.
QUEST_LV_0100_20151001_009147	Find the materials for the danger signal bomb
QUEST_LV_0100_20151001_009148	Gedas told you that in order to find the identity of Albinas, he would investigate the true nature behind him. When you send your colleagues to investigate the true nature, signal bombs are needed in case they fall in danger so you were asked to obtain the materials for the signal bombs. Obtain Flame Bomb powder which is a material to make signal bombs from the monsters.
QUEST_LV_0100_20151001_009149	Return to Gedas
QUEST_LV_0100_20151001_009150	You've obtaind Flame Powders. Now, return to Gedas.
QUEST_LV_0100_20151001_009151	Obtain Flame Powders
QUEST_LV_0100_20151001_009152	Ask Gedas about signal bombs and the investigation.
QUEST_LV_0100_20151001_009153	Talk with Gedas about more about Anastos.
QUEST_LV_0100_20151001_009154	The conclusion
QUEST_LV_0100_20151001_009155	While hoping for the investigation of Paviyus goes smooth, talk with Gedas about various matters. You may obtain some clues about Albinas.
QUEST_LV_0100_20151001_009156	Meet Barte
QUEST_LV_0100_20151001_009157	Gedas wants you to meet Barte who has arrived here recently since he can't eliminate the feeling of discomfort. Ask her if there's anything she has seen while coming here.
QUEST_LV_0100_20151001_009158	Talk with Barte
QUEST_LV_0100_20151001_009159	Talk with Barte if she has the information regarding Albinas.
QUEST_LV_0100_20151001_009160	Obtain some clues from the monsters
QUEST_LV_0100_20151001_009161	Barte told you that she saw someone looking at the leather engraved with full of letters and then throw it onto the ground after ripping it off. Go to the place where Barte told you and defeat monsters to obtain the pieces of the leather.
QUEST_LV_0100_20151001_009162	Bring the pieces of the leather to Barte
QUEST_LV_0100_20151001_009163	It seems that you obtained enough pieces of the leather. Bring them to Barte.
QUEST_LV_0100_20151001_009164	Obtain %s by defeating the monster
QUEST_LV_0100_20151001_009165	Defeat the monster and obtain the pieces of the leather
QUEST_LV_0100_20151001_009166	Ask what you should do now
QUEST_LV_0100_20151001_009167	Let Gedas know
QUEST_LV_0100_20151001_009168	According to what Barte has told you, that mysterious man is a demon and he came here to execute the plan of Baiga which is to create a division among humans. Tell this to Gedas.
QUEST_LV_0100_20151001_009169	Talk with Gedas and discuss with him what you should do from now on.
QUEST_LV_0100_20151001_009170	Ask for help to Edinas of Nestos
QUEST_LV_0100_20151001_009171	Gedas told you that you would need the help of Nestos in order to face against demons like Albinas. While going to save Paviyus, ask for the help of Edinas.
QUEST_LV_0100_20151001_009172	Go save Paviyus
QUEST_LV_0100_20151001_009173	Let's go to the place where you met Albinas for the first time to save Paviyus and defeat Albinas.
QUEST_LV_0100_20151001_009174	Defeat Albinas
QUEST_LV_0100_20151001_009175	As you poured the divine water, Albinas has turned into Fire Rod! Due to the effect of the divine water, HP of Fire Rod has been reduced! Do not miss this chance and defeat Fire Rod!
QUEST_LV_0100_20151001_009176	You've defeated Albinas who has shown the true nature. Tell this to Gedas.
QUEST_LV_0100_20151001_009177	Defeat Fire Rod
QUEST_LV_0100_20151001_009178	Talk with Leofoldas
QUEST_LV_0100_20151001_009179	Meet Leofoldas at the upper side of Kedoraomer
QUEST_LV_0100_20151001_009180	Talk with Leofoldas more
QUEST_LV_0100_20151001_009181	Talk with Leofoldas who is introducing himself as the new leader of Kedoraomer.
QUEST_LV_0100_20151001_009182	Talk with Gerda
QUEST_LV_0100_20151001_009183	The newcomers who Leofoldas talked about are over there. Talk with Gerda among them. He may have some matters that need your help.
QUEST_LV_0100_20151001_009184	Put the warning sign
QUEST_LV_0100_20151001_009185	Gerda told you that you would have to put warning signs or notice boards on various locations. Help her to put the notice board for the excavation of the divine objects at the lower side.
QUEST_LV_0100_20151001_009186	Return to Gerda
QUEST_LV_0100_20151001_009187	As Gerda told you, you've put in the notice board at the lower side. Now, return to Gerda.
QUEST_LV_0100_20151001_009188	Talk with Serapinas
QUEST_LV_0100_20151001_009189	It seems that Serapinas needs some help. Talk with him what he needs.
QUEST_LV_0100_20151001_009190	Promote the merchants to the beginners.
QUEST_LV_0100_20151001_009191	
QUEST_LV_0100_20151001_009192	Go back to Serapinas
QUEST_LV_0100_20151001_009193	You've completed promoting for Kedoraomer. Go back to Serapinas and let her know.
