ITEM_20150317_000001	空_頭盔 
ITEM_20151022_007521	藍色寶珠: Vubbe Archer		
ITEM_20151022_007522	藍色寶珠: Vubbe Wizard		
ITEM_20151022_007523	藍色寶珠: Crystal Spider		
ITEM_20151022_007524	藍色寶珠: Vubbe Shaman		
ITEM_20151022_007525	藍色寶珠: Vubbe Fighter		
ITEM_20151022_007526	藍色寶珠: Zignuts		
ITEM_20151022_007527	藍色寶珠: 失語者 Pathfinder		
ITEM_20151022_007528	藍色寶珠: Grummer		
ITEM_20151022_007529	藍色寶珠: Mali		
ITEM_20151022_007530	藍色寶珠: Leafly		
ITEM_20151022_007531	藍色寶珠: 失語者		
ITEM_20151022_007532	藍色寶珠: 失語者 Wizard		
ITEM_20151022_007533	藍色寶珠: 失語者 Warrior		
ITEM_20151022_007534	藍色寶珠: Spion Archer		
ITEM_20151022_007535	藍色寶珠: Green Puragi		
ITEM_20151022_007536	藍色寶珠: Firent		
ITEM_20151022_007537	藍色寶珠: Banshee		
ITEM_20151022_007538	藍色寶珠: Brown Zigri		
ITEM_20151022_007539	藍色寶珠: Hummingbird		
ITEM_20151022_007540	藍色寶珠: Deadborn Scap Magician		
ITEM_20151022_007541	藍色寶珠: Seedmia		
ITEM_20151022_007542	藍色寶珠: Coliflower Archer		
ITEM_20151022_007543	藍色寶珠: 失語者 Archer		
ITEM_20151022_007544	藍色寶珠: Mallardu		
ITEM_20151022_007545	藍色寶珠: Large 失語者 Spearman		
ITEM_20151022_007546	藍色寶珠: Brown Rodelin		
ITEM_20151022_007547	藍色寶珠: Tanu		
ITEM_20151022_007548	藍色寶珠: Tipio		
ITEM_20151022_007549	藍色寶珠: Doyor		
ITEM_20151022_007550	藍色寶珠: Beetow		
ITEM_20151022_007551	藍色寶珠: Siaulav Archer		
ITEM_20151022_007552	藍色寶珠: Black Maize		
ITEM_20151022_007553	藍色寶珠: Ultanun		
ITEM_20151022_007554	藍色寶珠: Red Luxodon		
ITEM_20151022_007555	藍色寶珠: Upent		
ITEM_20151022_007556	藍色寶珠: Caro		
ITEM_20151022_007557	藍色寶珠: Tiny Archer		
ITEM_20151022_007558	藍色寶珠: Carcashu		
ITEM_20151022_007559	藍色寶珠: Mentiwood		
ITEM_20151022_007560	藍色寶珠: Beeteros		
ITEM_20151022_007561	藍色寶珠: Tiny Magician		
ITEM_20151022_007562	藍色寶珠: Rodelin		
ITEM_20151022_007563	藍色寶珠: Yognome		
ITEM_20151022_007564	藍色寶珠: Desmodus		
ITEM_20151022_007565	藍色寶珠: Glizardon		
ITEM_20151022_007566	藍色寶珠: Corylus		
ITEM_20151022_007567	藍色寶珠: Galok		
ITEM_20151022_007568	藍色寶珠: Pawndel		
ITEM_20151022_007569	藍色寶珠: Pawnd		
ITEM_20151022_007570	藍色寶珠: Egnome		
ITEM_20151022_007571	藍色寶珠: Green Apparition		
ITEM_20151022_007572	藍色寶珠: Colitile		
ITEM_20151022_007573	藍色寶珠: Infro Holder Archer		
ITEM_20151022_007574	藍色寶珠: 尖刺ball		
ITEM_20151022_007575	藍色寶珠: Coliflower		
ITEM_20151022_007576	藍色寶珠: Velwriggler		
ITEM_20151022_007577	藍色寶珠: Truffle		
ITEM_20151022_007578	藍色寶珠: Operor		
ITEM_20151022_007579	藍色寶珠: Bagworm		
ITEM_20151022_007580	藍色寶珠: Groll		
ITEM_20151022_007581	藍色寶珠: Blue Fragaras		
ITEM_20151022_007582	藍色寶珠: Merog Stinger		
ITEM_20151022_007583	藍色寶珠: Merog Shaman		
ITEM_20151022_007584	藍色寶珠: Chafperor		
ITEM_20151022_007585	藍色寶珠: Matsum		
ITEM_20151022_007586	藍色寶珠: Ammon		
ITEM_20151022_007587	藍色寶珠: Infro Holder Shaman		
ITEM_20151022_007588	藍色寶珠: Catacombs Candle Spider		
ITEM_20151022_007589	藍色寶珠: Catacombs Mushcarfung		
ITEM_20151022_007590	藍色寶珠: Catacombs Maggot		
ITEM_20151022_007591	藍色寶珠: Catacombs Leaf Bug		
ITEM_20151022_007592	藍色寶珠: Cronewt Poison Needler		
ITEM_20151022_007593	藍色寶珠: Spoiled Coliflower Archer		
ITEM_20151022_007594	藍色寶珠: Tontus		
ITEM_20151022_007595	藍色寶珠: Dandel		
ITEM_20151022_007596	藍色寶珠: Pino		
ITEM_20151022_007597	藍色寶珠: Geppetto		
ITEM_20151022_007598	藍色寶珠: Lichenclops		
ITEM_20151022_007599	藍色寶珠: Zinute		
ITEM_20151022_007600	藍色寶珠: Desert Chupacabra		
ITEM_20151022_007601	藍色寶珠: Wendigo		
ITEM_20151022_007602	藍色寶珠: Dumaro		
ITEM_20151022_007603	藍色寶珠: Wendigo Archer		
ITEM_20151022_007604	藍色寶珠: Wendigo Magician		
ITEM_20151022_007605	藍色寶珠: Sauga		
ITEM_20151022_007606	藍色寶珠: Ticen		
ITEM_20151022_007607	藍色寶珠: Tucen		
ITEM_20151022_007608	藍色寶珠: Loftlem		
ITEM_20151022_007609	藍色寶珠: Lauzinute		
ITEM_20151022_007610	藍色寶珠: Hogma Archer		
ITEM_20151022_007611	藍色寶珠: Temple Slave Mage		
ITEM_20151022_007612	藍色寶珠: Pink Chupaluka		
ITEM_20151022_007613	藍色寶珠: Orange Sakmoli		
ITEM_20151022_007614	藍色寶珠: Black Ridimed		
ITEM_20151022_007615	藍色寶珠: Lepusbunny Assassin		
ITEM_20151022_007616	藍色寶珠: Earth Wood Goblin		
ITEM_20151022_007617	藍色寶珠: Earth Bushspider		
ITEM_20151022_007618	藍色寶珠: Earth Old Kepa		
ITEM_20151022_007619	藍色寶珠: Earth Colimen		
ITEM_20151022_007620	藍色寶珠: Earth Spectra		
ITEM_20151022_007621	藍色寶珠: Earth Apparition		
ITEM_20151022_007622	藍色寶珠: Earth Raflower		
ITEM_20151022_007623	藍色寶珠: Earth Colimen Magician		
ITEM_20151022_007624	藍色寶珠: Earth Shredded		
ITEM_20151022_007625	藍色寶珠: Earth Deadborn Scap		
ITEM_20151022_007626	藍色寶珠: Earth Hallowventer		
ITEM_20151022_007627	藍色寶珠: Hogma Fighter		
ITEM_20151022_007628	藍色寶珠: Hogma Warrior		
ITEM_20151022_007629	藍色寶珠: Woodfung		
ITEM_20151022_007630	藍色寶珠: Hogma Scout		
ITEM_20151022_007631	藍色寶珠: Hogma Shaman		
ITEM_20151022_007632	藍色寶珠: Deadborn Scap Archer		
ITEM_20151022_007633	藍色寶珠: Tontulia		
ITEM_20151022_007634	藍色寶珠: Hogma Captain		
ITEM_20151022_007635	藍色寶珠: Lepusbunny Magician		
ITEM_20151022_007636	藍色寶珠: Varv		
ITEM_20151022_007637	藍色寶珠: Boowook		
ITEM_20151022_007638	藍色寶珠: Zinutekas		
ITEM_20151022_007639	藍色寶珠: Karas		
ITEM_20151022_007640	藍色寶珠: Zinutekas		
ITEM_20151022_007641	藍色寶珠: Vesper		
ITEM_20151022_007642	藍色寶珠: Vekarabe		
ITEM_20151022_007643	藍色寶珠: Vikaras		
ITEM_20151022_007644	藍色寶珠: Tombsinker		
ITEM_20151022_007645	藍色寶珠: Vekarabe		
ITEM_20151022_007646	藍色寶珠: Shtayim		
ITEM_20151022_007647	藍色寶珠: Echad		
ITEM_20151022_007648	藍色寶珠: Vikaras Mage		
ITEM_20151022_007649	藍色寶珠: Echad Magician		
ITEM_20151022_007650	藍色寶珠: Wheelen		
ITEM_20151022_007651	藍色寶珠: Venucelos		
ITEM_20151022_007652	藍色寶珠: Vikaras Archer		
ITEM_20151022_007653	藍色寶珠: Karas Mage		
ITEM_20151022_007654	藍色寶珠: Madakia		
ITEM_20151022_007655	藍色寶珠: Rusrat		
ITEM_20151022_007656	藍色寶珠: Mauros		
ITEM_20151022_007657	藍色寶珠: Orange Hamming		
ITEM_20151022_007658	藍色寶珠: Orange Popolion		
ITEM_20151022_007659	藍色寶珠: Spion Mage		
ITEM_20151022_007660	藍色寶珠: Farm Ellum		
ITEM_20151022_007661	藍色寶珠: Farm Keposeed		
ITEM_20151022_007662	藍色寶珠: White Operor		
ITEM_20151022_007663	藍色寶珠: Cronewt Poisoned Needler		
ITEM_20151022_007664	藍色寶珠: Cronewt Magician		
ITEM_20151022_007665	藍色寶珠: Ashrong		
ITEM_20151022_007666	藍色寶珠: Orange Dandel		
ITEM_20151022_007667	藍色寶珠: Kepari Shaman		
ITEM_20151022_007668	藍色寶珠: White Geppetto		
ITEM_20151022_007669	藍色寶珠: White Pino		
ITEM_20151022_007670	藍色寶珠: Tree Ambulo		
ITEM_20151022_007671	藍色寶珠: Tama		
ITEM_20151022_007672	藍色寶珠: Stumpy Tree		
ITEM_20151022_007673	藍色寶珠: Long-Branched Tree		
ITEM_20151022_007674	藍色寶珠: Lizardman		
ITEM_20151022_007675	藍色寶珠: Infroburk		
ITEM_20151022_007676	藍色寶珠: Stumpy Tree Magician		
ITEM_20151022_007677	藍色寶珠: Zolem		
ITEM_20151022_007678	藍色寶珠: Old Hook		
ITEM_20151022_007679	藍色寶珠: Winged Frog		
ITEM_20151022_007680	藍色寶珠: Gravegolem		
ITEM_20151022_007681	藍色寶珠: Hallowventer		
ITEM_20151022_007682	藍色寶珠: Cockatrice		
ITEM_20151022_007683	藍色寶珠: Cockat		
ITEM_20151022_007684	藍色寶珠: Mine Predator		
ITEM_20151022_007685	藍色寶珠: Vubbe Chaser		
ITEM_20151022_007686	藍色寶珠: Minos Mage		
ITEM_20151022_007687	藍色寶珠: Mine Fire Mage		
ITEM_20151022_007688	藍色寶珠: Mine Vubbe Archer		
ITEM_20151022_007689	藍色寶珠: Vubbe Warrior		
ITEM_20151022_007690	藍色寶珠: Vubbe Ice Wizard		
ITEM_20151022_007691	藍色寶珠: Stoulet Mage		
ITEM_20151022_007692	藍色寶珠: Giant Bat		
ITEM_20151022_007693	藍色寶珠: Ellom		
ITEM_20151022_007694	藍色寶珠: Old Kepa		
ITEM_20151022_007695	藍色寶珠: Bushspider		
ITEM_20151022_007696	藍色寶珠: Fisherman		
ITEM_20151022_007697	藍色寶珠: Ellomago		
ITEM_20151022_007698	藍色寶珠: Ridimed		
ITEM_20151022_007699	藍色寶珠: Sakmoli		
ITEM_20151022_007700	藍色寶珠: Red Meduja		
ITEM_20151022_007701	藍色寶珠: High Vubbe		
ITEM_20151022_007702	藍色寶珠: High Vubbe Archer		
ITEM_20151022_007703	藍色寶珠: Green Pokuborn		
ITEM_20151022_007704	藍色寶珠: Blue Puragi		
ITEM_20151022_007705	藍色寶珠: Bite		
ITEM_20151022_007706	藍色寶珠: Big Blue Griba		
ITEM_20151022_007707	藍色寶珠: Red Fisherman		
ITEM_20151022_007708	藍色寶珠: Drake		
ITEM_20151022_007709	藍色寶珠: Rubblem		
ITEM_20151022_007710	藍色寶珠: Phyracon		
ITEM_20151022_007711	藍色寶珠: Amorite		
ITEM_20151022_007712	藍色寶珠: Rudasjack		
ITEM_20151022_007713	藍色寶珠: Shaman Doll		
ITEM_20151022_007714	藍色寶珠: Blindlem		
ITEM_20151022_007715	藍色寶珠: Belegg		
ITEM_20151022_007716	藍色寶珠: Experimental Slime		
ITEM_20151022_007717	藍色寶珠: Chromadog		
ITEM_20151022_007718	藍色寶珠: Chromadog		
ITEM_20151022_007719	藍色寶珠: Arma		
ITEM_20151022_007720	藍色寶珠: Red Infrorocktor		
ITEM_20151022_007721	藍色寶珠: Flask Mage		
ITEM_20151022_007722	藍色寶珠: Terra Imp Mage		
ITEM_20151022_007723	藍色寶珠: Pyran		
ITEM_20151022_007724	藍色寶珠: Flask		
ITEM_20151022_007725	藍色寶珠: Black Desmodus		
ITEM_20151022_007726	藍色寶珠: Minivern		
ITEM_20151022_007727	藍色寶珠: Large Minivern		
ITEM_20151022_007728	藍色寶珠: Wizard Shaman Doll		
ITEM_20151022_007729	藍色寶珠: Black Shaman Doll		
ITEM_20151022_007730	藍色寶珠: Dimmer		
ITEM_20151022_007731	藍色寶珠: Black Drake		
ITEM_20151022_007732	藍色寶珠: Meleech		
ITEM_20151022_007733	藍色寶珠: Ravinelarva		
ITEM_20151022_007734	藍色寶珠: Wood Goblin		
ITEM_20151022_007735	藍色寶珠: Treegool		
ITEM_20151022_007736	藍色寶珠: Cronewt		
ITEM_20151022_007737	藍色寶珠: Infro Hoglan		
ITEM_20151022_007738	藍色寶珠: Ducky		
ITEM_20151022_007739	藍色寶珠: Kepa Raider		
ITEM_20151022_007740	藍色寶珠: Infro Holder		
ITEM_20151022_007741	藍色寶珠: Kepari		
ITEM_20151022_007742	藍色寶珠: Kepo		
ITEM_20151022_007743	藍色寶珠: Keposeed		
ITEM_20151022_007744	藍色寶珠: Red Wood Goblin		
ITEM_20151022_007745	藍色寶珠: Red Rondo		
ITEM_20151022_007746	藍色寶珠: Red Rubabos		
ITEM_20151022_007747	藍色寶珠: Tripede		
ITEM_20151022_007748	藍色寶珠: Kodomor		
ITEM_20151022_007749	藍色寶珠: Lomor		
ITEM_20151022_007750	藍色寶珠: Lapasape Shaman		
ITEM_20151022_007751	藍色寶珠: Siaulav Mage		
ITEM_20151022_007752	藍色寶珠: Prison Fighter		
ITEM_20151022_007753	藍色寶珠: Kowak		
ITEM_20151022_007754	藍色寶珠: Stoulet Archer		
ITEM_20151022_007755	藍色寶珠: Rusty Old Hook		
ITEM_20151022_007756	藍色寶珠: Red Tree Ambulo		
ITEM_20151022_007757	藍色寶珠: Lichenclops Mage		
ITEM_20151022_007758	藍色寶珠: Night Maiden		
ITEM_20151022_007759	藍色寶珠: Terra Imp		
ITEM_20151022_007760	藍色寶珠: Blue Raffly		
ITEM_20151022_007761	藍色寶珠: Terra Imp Archer		
ITEM_20151022_007762	藍色寶珠: Colifly		
ITEM_20151022_007763	藍色寶珠: Pure Loftlem		
ITEM_20151022_007764	藍色寶珠: Darkness Anchor		
ITEM_20151022_007765	藍色寶珠: Blue Velwriggler		
ITEM_20151022_007766	藍色寶珠: Blue Stoulet		
ITEM_20151022_007767	藍色寶珠: Night Maiden		
ITEM_20151022_007768	藍色寶珠: Red Infro Hoglan		
ITEM_20151022_007769	藍色寶珠: Red Infro Blood		
ITEM_20151022_007770	藍色寶珠: Burialer		
ITEM_20151022_007771	藍色寶珠: Black Pawnd		
ITEM_20151022_007772	藍色寶珠: Blue Pawndel		
ITEM_20151022_007773	藍色寶珠: Darkness Maiden		
ITEM_20151022_007774	藍色寶珠: Orange Lizardman		
ITEM_20151022_007775	藍色寶珠: Orange Tama		
ITEM_20151022_007776	藍色寶珠: Rambear Archer		
ITEM_20151022_007777	藍色寶珠: Orange Stumpy Tree		
ITEM_20151022_007778	藍色寶珠: Cyst		
ITEM_20151022_007779	藍色寶珠: Green Winged Frog		
ITEM_20151022_007780	藍色寶珠: Pink Root Mole		
ITEM_20151022_007781	藍色寶珠: Green Carcashu		
ITEM_20151022_007782	藍色寶珠: Melatinun		
ITEM_20151022_007783	藍色寶珠: Yellow Yognome		
ITEM_20151022_007784	藍色寶珠: Yellow Egnome		
ITEM_20151022_007785	藍色寶珠: Yellow Gazing Golem		
ITEM_20151022_007786	藍色寶珠: Yellow Moya		
ITEM_20151022_007787	藍色寶珠: Guardian Spider		
ITEM_20151022_007788	藍色寶珠: Nuka		
ITEM_20151022_007789	藍色寶珠: Elet		
ITEM_20151022_007790	藍色寶珠: Harugal		
ITEM_20151022_007791	藍色寶珠: Socket		
ITEM_20151022_007792	藍色寶珠: Big Green Griba		
ITEM_20151022_007793	藍色寶珠: Elma		
ITEM_20151022_007794	藍色寶珠: Nuo		
ITEM_20151022_007795	藍色寶珠: Hohen Mane		
ITEM_20151022_007796	藍色寶珠: Hohen Ritter		
ITEM_20151022_007797	藍色寶珠: Hohen Barkle		
ITEM_20151022_007798	藍色寶珠: Hohen Orben		
ITEM_20151022_007799	藍色寶珠: Hohen Gulak		
ITEM_20151022_007800	藍色寶珠: Hohen Mage		
ITEM_20151022_007801	藍色寶珠: Green Griba		
ITEM_20151022_007802	藍色寶珠: Orange Gribaru		
ITEM_20151022_007803	藍色寶珠: Siaulamb Lagoon		
